100.000  95.135  90.355  85.742  81.364  77.279  73.528  70.141  67.136  64.524  62.307  60.486  59.056  58.014  57.355  57.074  57.165  57.622  58.440  59.608  61.118  62.957  65.109  67.560  70.294  73.294  76.546  80.037  83.756  87.695  91.848  96.210 100.758 
100.000  94.983  90.054  85.297  80.783  76.569  72.699  69.201  66.094  63.385  61.077  59.168  57.653  56.525  55.776  55.400  55.389  55.736  56.433  57.472  58.843  60.535  62.539  64.843  67.435  70.307  73.450  76.858  80.530  84.468  88.689  93.235  98.235 
100.000  94.745  89.589  84.620  79.915  75.534  71.518  67.895  64.680  61.876  59.484  57.496  55.904  54.699  53.872  53.411  53.309  53.557  54.145  55.066  56.310  57.871  59.740  61.909  64.372  67.126  70.166  73.495  77.117  81.041  85.288  89.888  94.888 
100.000  94.414  88.942  83.689  78.738  74.150  69.966  66.207  62.881  59.988  57.519  55.464  53.809  52.541  51.647  51.115  50.934  51.093  51.583  52.397  53.527  54.966  56.709  58.752  61.093  63.732  66.672  69.918  73.481  77.373  81.613  86.223  91.223 
100.000  93.970  88.084  82.466  77.211  72.380  68.009  64.108  60.678  57.705  55.175  53.069  51.367  50.052  49.107  48.517  48.269  48.352  48.757  49.474  50.497  51.822  53.446  55.367  57.588  60.112  62.946  66.101  69.592  73.434  77.646  82.246  87.246 
100.000  93.387  86.965  80.891  75.273  70.169  65.600  61.564  58.042  55.010  52.441  50.305  48.577  47.235  46.257  45.625  45.325  45.344  45.673  46.302  47.227  48.443  49.951  51.751  53.848  56.251  58.971  62.022  65.425  69.199  73.366  77.944  82.944 
100.000  92.615  85.504  78.871  72.834  67.437  62.678  58.527  54.943  51.882  49.303  47.167  45.440  44.094  43.103  42.447  42.110  42.079  42.341  42.891  43.722  44.834  46.225  47.901  49.869  52.141  54.732  57.662  60.957  64.642  68.746  73.291  78.291 
100.000  91.572  83.570  76.264  69.767  64.084  59.166  54.943  51.344  48.300  45.753  43.653  41.958  40.635  39.654  38.994  38.636  38.566  38.774  39.251  39.993  41.000  42.274  43.820  45.648  47.774  50.217  53.003  56.164  59.734  63.752  68.251  73.251 
100.000  90.107  80.945  72.858  65.898  59.979  54.975  50.757  47.212  44.246  41.784  39.764  38.138  36.869  35.924  35.279  34.917  34.821  34.983  35.394  36.051  36.953  38.104  39.511  41.187  43.148  45.419  48.030  51.021  54.440  58.340  62.771  67.771 
100.000  87.912  77.252  68.333  60.996  54.974  50.015  45.916  42.521  39.712  37.397  35.509  33.993  32.810  31.927  31.319  30.969  30.861  30.985  31.336  31.909  32.705  33.727  34.985  36.492  38.266  40.334  42.732  45.507  48.722  52.451  56.780  61.780 
100.000  84.293  71.822  62.232  54.790  48.917  44.208  40.387  37.264  34.703  32.608  30.905  29.543  28.480  27.685  27.136  26.813  26.705  26.801  27.095  27.585  28.272  29.160  30.257  31.576  33.137  34.967  37.105  39.604  42.538  46.012  50.169  55.169 
100.000  77.439  63.515  53.989  47.024  41.705  37.524  34.175  31.460  29.248  27.444  25.984  24.817  23.907  23.226  22.754  22.474  22.376  22.450  22.693  23.101  23.676  24.421  25.345  26.458  27.780  29.335  31.160  33.308  35.857  38.934  42.757  47.757 
100.000  61.951  50.812  43.191  37.620  33.364  30.019  27.340  25.168  23.398  21.956  20.787  19.853  19.125  18.581  18.203  17.979  17.901  17.960  18.154  18.481  18.941  19.537  20.276  21.167  22.224  23.468  24.928  26.646  28.686  31.148  34.206  38.206 
